,id,title,release_date,popularity,vote_average,vote_count
2056,552,Bread and Tulips,2000-03-03,9.057,7.3,207
2057,502425,Escape from Pretoria,2020-03-06,12.674,7.3,939
2058,177,The Fisher King,1991-09-20,7.829,7.3,1045
2059,618355,Superman: Red Son,2020-02-24,13.979,7.3,660
2060,82825,Kahaani,2012-03-08,7.256,7.3,235
2061,11450,Quiz Show,1994-08-25,8.148,7.3,699
2062,425373,The Miracle Season,2018-04-13,14.132,7.3,252
2063,10722,The Day of the Beast,1995-10-20,7.331,7.3,391
2064,585245,Clifford the Big Red Dog,2021-11-10,487.811,7.3,1255
2065,47653,The Immigrant,1917-06-17,5.838,7.3,211
2066,199,Star Trek: First Contact,1996-11-22,14.02,7.3,1390
2067,45612,Source Code,2011-03-30,33.533,7.3,6915
2068,15152,OSS 117: Cairo  Nest of Spies,2006-04-19,11.189,7.3,1373
2069,14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005-07-21,18.932,7.3,259
2070,11713,Fist of Fury,1972-03-22,12.456,7.3,690
2071,10112,The Aristocats,1970-12-24,47.672,7.3,4202
2072,245168,Suffragette,2015-10-16,9.205,7.3,1411
2073,537056,Batman: Hush,2019-07-19,20.219,7.3,630
2074,10654,Hair,1979-03-14,8.123,7.3,502
2075,591274,Fear Street: 1978,2021-07-08,92.766,7.3,1252
2076,93289,Now Where Did the Seventh Company Get to?,1973-12-13,6.981,7.3,274
2077,9603,Clueless,1995-07-19,37.709,7.3,3486
2078,454983,The Kissing Booth,2018-05-11,88.396,7.3,6497
2079,420622,Professor Marston and the Wonder Women,2017-10-13,30.258,7.3,704
2080,391713,Lady Bird,2017-09-08,24.361,7.3,7047
2081,17814,Assault on Precinct 13,1976-11-05,9.566,7.3,783
2082,10086,Man Bites Dog,1992-08-20,8.871,7.3,677
2083,837,Videodrome,1983-02-04,13.091,7.3,1626
2084,227,The Outsiders,1983-03-25,18.883,7.3,967
2085,626735,Dog,2022-02-17,159.181,7.3,312
2086,152603,Only Lovers Left Alive,2013-12-12,12.543,7.3,1774
2087,69735,Batman: Year One,2011-09-27,10.972,7.3,726
2088,43361,The White Sheik,1952-09-27,6.191,7.3,215
2089,9474,My Name Is Nobody,1973-12-13,8.512,7.3,744
2090,1888,The Fortune Cookie,1966-10-19,10.438,7.3,239
2091,435577,The 12th Man,2017-12-25,12.424,7.3,391
2092,361380,Barbie & Her Sisters in the Great Puppy Adventure,2015-10-07,24.519,7.3,219
2093,259693,The Conjuring 2,2016-06-08,103.203,7.3,6806
2094,64956,Inception: The Cobol Job,2010-12-07,10.111,7.3,285
2095,10139,Milk,2008-11-05,7.672,7.3,1810
2096,6145,Fracture,2007-04-19,23.666,7.3,3211
2097,87,Indiana Jones and the Temple of Doom,1984-05-23,26.182,7.3,7416
2098,612368,In the Name of the Land,2019-09-25,5.617,7.3,241
2099,17159,Eddie Murphy Raw,1987-11-25,6.026,7.3,262
2100,15359,Wonder Woman,2009-03-03,18.403,7.3,447
2101,859,Dangerous Liaisons,1988-12-21,9.874,7.3,890
2102,785539,Resort to Love,2021-07-29,40.223,7.3,321
2103,499932,The Devil All the Time,2020-09-11,20.541,7.3,2557
2104,61791,Rise of the Planet of the Apes,2011-08-03,59.235,7.3,9915
2105,11886,Robin Hood,1973-11-08,38.406,7.3,3649
2106,8424,Love Me If You Dare,2003-09-17,9.629,7.3,1565
2107,36728,Naruto Shippuden the Movie: The Will of Fire,2009-08-01,54.493,7.3,313
2108,13597,Labyrinth,1986-06-27,12.887,7.3,1875
2109,9833,The Phantom of the Opera,2004-12-08,15.966,7.3,1321
2110,549053,Last Christmas,2019-11-07,26.612,7.3,1869
2111,508642,Gonjiam: Haunted Asylum,2018-03-28,25.989,7.3,363
2112,11868,Dracula,1958-05-22,11.36,7.3,429
2113,10360,Hunger,2008-05-15,8.486,7.3,927
2114,9325,The Jungle Book,1967-10-18,69.638,7.3,5281
2115,1254,Don't Worry  I'm Fine,2006-09-06,7.629,7.3,486
2116,449674,Louis C.K. 2017,2017-04-04,4.922,7.3,201
2117,385128,F9,2021-05-19,292.705,7.3,5360
2118,121875,In the House,2012-09-26,8.109,7.3,668
2119,766,Army of Darkness,1992-10-31,20.268,7.3,2392
2120,324552,John Wick: Chapter 2,2017-02-08,89.147,7.3,10191
2121,140212,Confession of Murder,2012-11-08,6.431,7.3,218
2122,15255,Undisputed II: Last Man Standing,2006-04-11,53.576,7.3,584
2123,8393,The Gods Must Be Crazy,1980-09-10,21.252,7.3,861
2124,813,Airplane!,1980-07-02,20.707,7.3,3534
2125,12900,Conspiracy,2001-05-19,9.496,7.3,292
2126,1830,Lord of War,2005-09-16,24.256,7.3,3708
2127,70670,Headhunters,2011-08-26,7.491,7.3,969
2128,3543,Bagdad Cafe,1987-11-12,8.767,7.3,276
2129,581734,Nomadland,2020-12-04,22.216,7.3,2247
2130,16227,Dark Passage,1947-09-05,7.167,7.3,245
2131,1802,La Cérémonie,1995-08-30,7.712,7.3,223
2132,922,Dead Man,1995-12-23,8.333,7.3,1206
2133,1088,Whale Rider,2003-01-30,9.463,7.3,293
2134,392982,Marshall,2017-10-13,7.985,7.3,495
2135,861,Total Recall,1990-06-01,21.661,7.3,4630
2136,80184,The Hidden Face,2011-09-16,21.399,7.3,798
2137,21641,The Damned United,2009-03-27,6.132,7.3,507
2138,9267,And Now for Something Completely Different,1971-09-28,9.294,7.3,393
2139,6619,Death in Venice,1971-03-01,6.963,7.3,349
2140,340,Everything Is Illuminated,2005-09-16,6.647,7.3,612
2141,453278,The Rider,2018-03-21,8.804,7.3,371
2142,16563,Seven Brides for Seven Brothers,1954-07-22,8.846,7.3,434
2143,11305,Mystery Train,1989-09-06,4.903,7.3,306
2144,10795,Tell No One,2006-11-01,8.571,7.3,1112
2145,436,Maria Full of Grace,2004-01-18,7.552,7.3,300
2146,209274,Ida,2013-10-25,6.727,7.3,787
2147,19908,Zombieland,2009-10-07,59.97,7.3,10411
2148,2657,Pleasantville,1998-09-17,8.038,7.3,1372
2149,663870,Riders of Justice,2020-11-19,15.582,7.3,428
2150,363579,The Age of Shadows,2016-09-07,8.41,7.3,257
2151,41201,The Illusionist,2010-02-16,7.428,7.3,457
2152,424488,Megan Leavey,2017-06-09,15.363,7.3,616
2153,10518,Marathon Man,1976-10-08,8.366,7.3,775
2154,5548,RoboCop,1987-07-17,28.593,7.3,3966
2155,941,Lethal Weapon,1987-03-06,22.375,7.3,3653
2156,246,Zatoichi,2003-09-06,8.562,7.3,659
2157,220289,Coherence,2013-09-19,15.769,7.3,2161
2158,68734,Argo,2012-03-22,17.701,7.3,7102
2159,15487,The Greatest Game Ever Played,2005-09-30,9.304,7.3,355
2160,1265,Bridge to Terabithia,2007-02-15,35.209,7.3,3857
2161,1262,Stranger Than Fiction,2006-09-09,10.026,7.3,1848
2162,42979,Robot Chicken: Star Wars,2007-07-17,8.452,7.3,202
2163,14202,The Painted Veil,2006-01-01,11.721,7.3,938
2164,12162,The Hurt Locker,2008-10-10,20.855,7.3,4618
2165,5590,Donkey Skin,1970-12-20,6.606,7.3,386
2166,39148,Dragon Ball: The Path to Power,1996-03-04,24.061,7.3,251
2167,19913,(500) Days of Summer,2009-07-17,55.753,7.3,8388
2168,18311,Days of Being Wild,1990-12-15,9.778,7.3,326
2169,979,Irreversible,2002-05-22,26.948,7.3,2131
2170,109445,Frozen,2013-11-20,111.826,7.3,14244
2171,56831,The Sunset Limited,2011-02-12,6.573,7.3,332
2172,7340,Carrie,1976-11-03,23.606,7.3,2940
2173,487491,Fala Sério  Mãe!,2017-12-28,4.971,7.3,206
2174,19597,The Hedgehog,2009-07-01,4.781,7.3,323
2175,300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,48.244,7.3,2807
2176,16436,North Face,2008-10-23,7.768,7.3,215
2177,11109,Vera Drake,2004-10-22,7.934,7.3,271
2178,451,Leaving Las Vegas,1995-10-27,13.703,7.3,1080
2179,583903,Our Friend,2019-02-25,17.367,7.3,201
2180,375315,The Salesman,2016-06-24,13.577,7.3,691
2181,16085,Funny Girl,1968-09-19,6.384,7.3,306
2182,15196,Clue,1985-12-13,16.262,7.3,1314
2183,8374,The Boondock Saints,1999-01-22,12.799,7.3,1922
2184,520736,Loro 2,2018-05-10,8.085,7.3,342
2185,198277,Begin Again,2013-09-07,10.107,7.3,3264
2186,66125,Red Dog,2011-08-04,11.796,7.3,294
2187,18947,The Boat That Rocked,2009-04-01,9.374,7.3,1781
2188,8923,Green Street Hooligans,2005-09-09,15.614,7.3,1905
2189,1850,Man on the Moon,1999-12-22,10.495,7.3,1392
2190,403,Driving Miss Daisy,1989-12-13,8.713,7.3,1228
2191,613504,After We Collided,2020-09-02,166.596,7.3,4567
2192,345920,Collateral Beauty,2016-12-06,25.952,7.3,4870
2193,129112,Wadjda,2012-08-31,7.895,7.3,391
2194,417678,Everything  Everything,2017-05-18,26.179,7.3,3432
2195,50646,Crazy  Stupid  Love.,2011-07-29,29.257,7.3,6928
2196,618353,Batman: Death in the Family,2020-10-13,55.849,7.3,322
2197,475215,Mirai,2018-06-16,59.304,7.3,585
2198,449924,Ip Man 4: The Finale,2019-12-19,13.812,7.3,1558
2199,364689,Ferdinand,2017-12-09,60.49,7.3,2378
2200,323677,Race,2016-02-19,8.084,7.3,1346
2201,276624,I Am a Hero,2016-04-23,15.516,7.3,262
2202,11035,Roma,1972-03-16,5.318,7.3,226
2203,2654,In the Mouth of Madness,1995-02-03,9.03,7.3,1210
2204,509,Notting Hill,1999-05-21,18.458,7.3,4942
2205,112949,Safe Haven,2013-02-07,12.22,7.2,2061
2206,45958,Biutiful,2010-10-20,8.946,7.2,897
2207,2270,Stardust,2007-08-09,16.799,7.2,3334
2208,67884,Chinese Take-Away,2011-03-24,7.614,7.2,317
2209,12762,Broadway Danny Rose,1984-01-27,6.788,7.2,349
2210,1598,Cape Fear,1991-11-15,12.938,7.2,2614
2211,522478,Peter Rabbit 2: The Runaway,2021-03-25,110.903,7.2,559
2212,297762,Wonder Woman,2017-05-30,105.954,7.2,17664
2213,1716,The Last Metro,1980-09-17,6.879,7.2,361
2214,329819,Standing Tall,2015-05-13,6.096,7.2,395
2215,57447,The House of the Laughing Windows,1976-08-20,5.805,7.2,252
2216,1278,The Dreamers,2003-09-01,22.636,7.2,2354
2217,811634,The Monkey King: Reborn,2021-04-02,15.325,7.2,204
2218,399055,The Shape of Water,2017-12-01,29.039,7.2,10639
2219,168259,Furious 7,2015-04-01,139.706,7.2,9103
2220,2771,American Splendor,2003-08-15,7.849,7.2,331
2221,504,Monster,2003-12-24,13.567,7.2,1817
2222,76543,Tyrannosaur,2011-10-07,6.794,7.2,349
2223,51497,Fast Five,2011-04-20,14.224,7.2,6733
2224,30074,Scooby-Doo! and the Legend of the Vampire,2003-03-04,10.445,7.2,235
2225,1640,Crash,2005-05-06,15.196,7.2,2847
2226,35690,The Last Song,2010-03-31,13.873,7.2,3034
2227,11773,Village of the Damned,1960-06-16,9.886,7.2,300
2228,594530,Lamp Life,2020-01-31,21.404,7.2,230
2229,10149,Smoke,1995-06-09,7.317,7.2,354
2230,5506,The Ladykillers,1955-12-08,8.985,7.2,345
2231,2609,Planes  Trains and Automobiles,1987-11-26,9.271,7.2,1442
2232,515916,Girl,2018-09-18,12.154,7.2,573
2233,493922,Hereditary,2018-06-07,53.757,7.2,5792
2234,11209,The Alamo,1960-10-23,7.224,7.2,261
2235,475946,Blade Runner: Black Out 2022,2017-09-26,10.262,7.2,286
2236,401104,To the Bone,2017-01-22,18.083,7.2,3165
2237,393624,Official Secrets,2019-08-30,14.133,7.2,680
2238,338189,It's Only the End of the World,2016-08-26,14.668,7.2,1379
2239,261470,Sorry If I Call You Love,2014-06-20,26.696,7.2,323
2240,244403,Rudderless,2014-10-17,8.059,7.2,246
2241,34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,1993-03-06,131.97,7.2,650
2242,18320,The Young Victoria,2009-03-04,9.395,7.2,869
2243,10397,Angela's Ashes,1999-12-25,6.723,7.2,225
2244,9078,The Sword in the Stone,1963-12-25,39.151,7.2,3196
2245,761,The Wing or the Thigh?,1976-10-27,11.201,7.2,673
2246,250480,The Many Adventures of Winnie the Pooh,1977-03-11,18.142,7.2,783
2247,38684,Jane Eyre,2011-03-11,10.612,7.2,1217
2248,16136,Juice,1992-01-17,10.151,7.2,306
2249,11020,Picnic at Hanging Rock,1975-09-02,8.149,7.2,562
2250,2277,Bicentennial Man,1999-12-17,14.473,7.2,3009
2251,557,Spider-Man,2002-05-01,144.07,7.2,15695
2252,519141,Matthias & Maxime,2019-10-09,7.434,7.2,344
2253,372519,The Ten Commandments: The Movie,2016-01-28,42.915,7.2,262
2254,16907,Naruto: Ninja Clash in the Land of Snow,2004-08-21,33.038,7.2,375
2255,16520,The King and I,1956-06-29,9.127,7.2,291
2256,11929,Dolores Claiborne,1995-03-24,10.268,7.2,563
2257,10009,Brother Bear,2003-10-23,73.333,7.2,4526
2258,577922,Tenet,2020-08-22,74.422,7.2,7148
2259,446696,Life Itself,2018-09-21,14.831,7.2,404
2260,259954,5 to 7,2014-04-19,7.229,7.2,320
2261,13283,Barbie as the Island Princess,2007-09-17,47.463,7.2,569
2262,10452,Queen Margot,1994-05-13,10.531,7.2,258
2263,374205,One Piece Film: GOLD,2016-07-23,64.55,7.2,338
2264,5825,National Lampoon's Christmas Vacation,1989-11-30,15.077,7.2,1791
2265,459,Sissi: The Fateful Years of an Empress,1957-12-18,8.595,7.2,270
2266,321528,Batman vs. Robin,2015-04-14,22.067,7.2,719
2267,60308,Moneyball,2011-09-22,16.105,7.2,4008
2268,297,Meet Joe Black,1998-11-12,36.077,7.2,3900
2269,11577,Pat Garrett & Billy the Kid,1973-05-23,8.411,7.2,307
2270,636698,The Man Without Gravity,2019-10-21,7.378,7.2,226
2271,8844,Jumanji,1995-12-15,13.562,7.2,8983
2272,14325,The Express,2008-10-10,11.442,7.2,212
2273,14320,Great Expectations,1946-12-26,11.486,7.2,226
2274,11986,Betty Blue,1986-04-09,9.157,7.2,299
2275,11044,Arizona Dream,1993-01-06,8.548,7.2,536
2276,542178,The French Dispatch,2021-10-21,51.341,7.2,1499
2277,489925,Eighth Grade,2018-01-19,9.945,7.2,1196
2278,346364,It,2017-09-06,65.84,7.2,16451
2279,298115,Dragons: Dawn Of The Dragon Racers,2014-11-01,37.979,7.2,270
2280,2576,The Diary of Anne Frank,1959-03-18,13.094,7.2,285
2281,1878,Fear and Loathing in Las Vegas,1998-05-22,15.567,7.2,3742
2282,179150,Reality,2014-08-28,6.84,7.2,354
2283,317557,Queen of Katwe,2016-09-23,11.644,7.2,356
2284,258230,A Monster Calls,2016-10-07,19.65,7.2,2770
2285,44018,Vagabond,1985-12-04,6.984,7.2,206
2286,10501,The Road to El Dorado,2000-03-31,39.861,7.2,3136
2287,623,A Fish Called Wanda,1988-07-15,9.86,7.2,1681
2288,465136,Every Day,2018-02-22,22.627,7.2,1972
2289,12614,Victor/Victoria,1982-04-25,6.059,7.2,320
2290,10693,Peter Pan,1953-02-05,54.438,7.2,4503
2291,6537,The Orphanage,2007-05-20,30.796,7.2,2353
2292,27275,G.O.R.A.,2004-11-12,6.789,7.2,210
2293,12598,Jo,1971-08-31,6.254,7.2,237
2294,404368,Ralph Breaks the Internet,2018-11-20,69.991,7.2,6233
2295,366924,Batman: Bad Blood,2016-08-04,17.1,7.2,588
2296,12622,Violent Cop,1989-08-12,8.13,7.2,262
2297,2014,The Edge of Heaven,2007-09-27,4.948,7.2,229
2298,285,Pirates of the Caribbean: At World's End,2007-05-19,342.187,7.2,12059
2299,1572,Die Hard: With a Vengeance,1995-05-19,25.122,7.2,5002
2300,51241,Heartbeats,2010-05-16,7.16,7.2,892
2301,34134,Barbie in A Mermaid Tale,2010-01-25,58.112,7.2,580
2302,20367,Detour,1945-11-30,5.912,7.2,249
2303,10886,The Unknown Woman,2006-10-09,6.45,7.2,271
2304,10860,Steel Magnolias,1989-11-15,10.322,7.2,509
2305,506,Marnie,1964-07-17,10.168,7.2,835
2306,34070,Songs from the Second Floor,2000-10-06,6.498,7.2,205
2307,6978,Big Trouble in Little China,1986-05-30,14.03,7.2,2314
2308,296098,Bridge of Spies,2015-10-15,12.411,7.2,5920
2309,11330,Pusher 3,2005-08-22,7.207,7.2,256
2310,10511,In America,2003-10-31,6.822,7.2,265
2311,602223,The Forever Purge,2021-06-30,158.184,7.2,1762
2312,156022,The Equalizer,2014-09-24,67.572,7.2,7247
2313,44874,Barbie: A Fashion Fairytale,2010-09-14,59.745,7.2,588
2314,33511,Nowhere Boy,2009-12-25,6.822,7.2,695
2315,20352,Despicable Me,2010-07-08,73.201,7.2,13098
2316,10617,Once Upon a Time in China,1991-08-15,9.198,7.2,312
2317,29005,McCabe & Mrs. Miller,1971-06-24,6.515,7.2,283
2318,20345,The Bird with the Crystal Plumage,1970-02-27,10.576,7.2,550
2319,479226,The Purity of Vengeance,2018-10-04,9.854,7.2,363
2320,25205,The Concert,2009-11-04,7.162,7.2,432
2321,14047,The Great Debaters,2007-12-27,11.573,7.2,451
2322,10421,War of the Buttons,1962-04-18,5.569,7.2,220
2323,754067,Vicky and Her Mystery,2021-12-15,86.863,7.2,374
2324,1818,Shoot the Piano Player,1960-11-25,7.244,7.2,300
2325,778730,Crazy About Her,2021-02-26,19.722,7.2,377
2326,436343,On Body and Soul,2017-03-02,7.282,7.2,439
2327,370964,I Am Dragon,2015-12-03,13.789,7.2,294
2328,72570,The Vow,2012-02-05,29.135,7.2,3483
2329,2567,The Aviator,2004-12-17,16.614,7.2,4358
2330,797394,Secret Magic Control Agency,2021-03-18,43.243,7.2,239
2331,547016,The Old Guard,2020-07-10,18.597,7.2,3331
2332,213121,Toy Story of Terror!,2013-10-16,1.393,7.2,729
2333,6037,Murder by Death,1976-06-23,8.249,7.2,604
2334,407655,A Cinderella Story: If the Shoe Fits,2016-08-02,32.503,7.2,742
2335,37136,The Naked Gun: From the Files of Police Squad!,1988-12-02,17.524,7.2,2857
2336,1857,The Transformers: The Movie,1986-08-08,16.983,7.2,384
2337,472674,The Goldfinch,2019-09-12,14.565,7.2,665
2338,241863,As the Gods Will,2014-11-15,18.168,7.2,341
2339,14299,Cadillac Records,2008-12-05,10.691,7.2,340
2340,11951,Vanishing Point,1971-01-15,9.526,7.2,338
2341,11850,Invasion of the Body Snatchers,1978-12-19,10.71,7.2,761
2342,11647,Infernal Affairs II,2003-10-01,10.859,7.2,274
2343,7913,Rang De Basanti,2006-01-26,6.314,7.2,328
2344,385103,Scoob!,2020-07-09,46.434,7.2,1344
2345,21519,Project A,1983-12-22,11.224,7.2,315
2346,10772,Django,1966-04-05,10.252,7.2,675
2347,28118,The Gruffalo,2009-12-25,9.664,7.2,231
2348,13012,Felon,2008-07-17,11.339,7.2,663
2349,519035,Nappily Ever After,2018-09-21,9.134,7.2,752
2350,18183,Like Water for Chocolate,1992-04-16,15.579,7.2,369
2351,11837,Watership Down,1978-10-14,9.331,7.2,482
2352,1367,Rocky II,1979-06-15,33.44,7.2,3396
2353,13156,Secondhand Lions,2003-09-19,9.393,7.2,621
2354,606952,The Goddess of Fortune,2019-12-19,6.016,7.2,420
2355,399366,Marrowbone,2017-10-27,12.461,7.2,1110
2356,324849,The Lego Batman Movie,2017-02-08,40.112,7.2,4117
2357,43266,How Green Was My Valley,1941-10-28,8.104,7.2,281
2358,13688,CJ7,2008-01-30,48.542,7.2,486
2359,606,Out of Africa,1985-12-20,12.582,7.2,1095
2360,374671,After the Storm,2016-05-21,7.133,7.2,240
2361,342473,Ballerina,2016-12-14,38.205,7.2,1609
2362,646380,Don't Look Up,2021-12-07,90.834,7.2,5463
2363,558,Spider-Man 2,2004-06-25,33.652,7.2,12586
2364,268,Batman,1989-06-23,47.484,7.2,6297
2365,340270,The Healer,2017-02-17,16.854,7.2,420
2366,287495,Labyrinth of Lies,2014-11-06,7.999,7.2,496
2367,130925,Partysaurus Rex,2012-09-14,13.449,7.2,372
2368,10559,Frequency,2000-04-28,11.897,7.2,1345
2369,5902,A Bridge Too Far,1977-06-15,13.684,7.2,591
2370,429200,Good Time,2017-08-11,15.743,7.2,2249
2371,14359,Doubt,2008-02-27,10.126,7.2,1389
2372,9013,Midnight Run,1988-07-20,9.609,7.2,789
2373,460465,Mortal Kombat,2021-04-07,319.935,7.2,4639
2374,37724,Skyfall,2012-10-25,51.671,7.2,13482
2375,11051,The Last Temptation of Christ,1988-05-28,17.73,7.2,789
2376,9576,Tootsie,1982-06-10,11.297,7.2,1393
2377,2055,Open Range,2003-08-29,12.639,7.2,827
2378,62215,Melancholia,2011-05-26,12.713,7.2,2820
2379,17111,Shutter,2004-09-09,44.166,7.2,818
2380,844,2046,2004-09-29,10.239,7.2,646
2381,595671,Never Rarely Sometimes Always,2020-03-13,11.151,7.2,363
2382,585077,Children of the Sea,2019-06-07,12.724,7.2,233
2383,581997,Batman vs. Teenage Mutant Ninja Turtles,2019-03-31,17.288,7.2,345
2384,9473,South Park: Bigger  Longer & Uncut,1999-06-30,18.63,7.2,2137
2385,2760,The Lodger: A Story of the London Fog,1927-02-14,5.935,7.2,205
2386,59421,Bedevilled,2010-08-19,10.944,7.2,282
2387,86829,Inside Llewyn Davis,2013-10-13,14.895,7.2,2203
2388,14306,Marley & Me,2008-12-25,41.937,7.2,3962
2389,170,28 Days Later,2002-10-31,34.386,7.2,5347
2390,168,Star Trek IV: The Voyage Home,1986-11-26,12.574,7.2,1126
2391,167,K-PAX,2001-10-22,12.095,7.2,1880
2392,110398,No,2012-08-07,8.226,7.2,345
2393,48254,Ovosodo,1997-09-12,5.555,7.2,327
2394,34584,The NeverEnding Story,1984-04-05,35.685,7.2,3286
2395,8583,Dangerous Beauty,1998-02-20,9.238,7.2,204
2396,8088,Broken Embraces,2009-03-01,8.204,7.2,532
2397,1420,Breakfast on Pluto,2005-09-03,9.583,7.2,273
2398,329805,My King,2015-10-21,6.584,7.2,640
2399,19178,The Trip Across Paris,1956-10-26,6.825,7.2,208
2400,10673,Wall Street,1987-12-10,11.567,7.2,1633
2401,9502,Kung Fu Panda,2008-06-04,77.114,7.2,9346
2402,399579,Alita: Battle Angel,2019-01-31,63.499,7.2,7482
2403,348657,Woman at War,2018-05-22,5.974,7.2,306
2404,285733,Barbie and the Secret Door,2014-08-30,16.256,7.2,309
2405,42297,Burlesque,2010-11-23,17.021,7.2,1935
2406,16562,The Cutting Edge,1992-03-27,8.57,7.2,252
2407,10403,The Player,1992-04-03,10.516,7.2,580
2408,30197,The Producers,1967-11-22,8.354,7.2,556
2409,23566,Barbie and the Three Musketeers,2009-09-15,45.296,7.2,535
2410,657644,Minnal Murali,2021-12-24,63.499,7.2,232
2411,571785,Time to Hunt,2020-02-22,9.906,7.2,224
2412,411728,The Professor and the Madman,2019-03-07,13.213,7.2,861
2413,257211,The Intern,2015-09-24,28.88,7.2,5571
2414,88284,Barbara,2012-03-08,6.877,7.2,216
2415,14621,Lean On Me,1989-03-03,7.951,7.2,215
2416,9837,The Prince of Egypt,1998-12-16,33.071,7.2,3172
2417,9388,Thank You for Smoking,2005-09-09,8.662,7.2,1718
2418,10528,Sherlock Holmes,2009-01-01,32.712,7.2,12217
2419,13885,Sweeney Todd: The Demon Barber of Fleet Street,2007-01-25,29.593,7.2,4963
2420,10243,The Flight of the Phoenix,1965-12-15,9.242,7.2,231
2421,251,Ghost,1990-07-12,23.456,7.2,4571
2422,511809,West Side Story,2021-12-08,119.978,7.2,901
2423,319888,Eddie the Eagle,2016-02-25,12.542,7.2,1800
2424,97365,Rust and Bone,2012-05-17,9.589,7.2,1144
2425,10178,The Caine Mutiny,1954-06-23,7.92,7.2,241
2426,3059,Intolerance: Love's Struggle Throughout the Ages,1916-09-04,8.145,7.2,241
2427,330483,The Choice,2016-02-04,12.924,7.2,1630
2428,23168,The Town,2010-09-15,74.47,7.2,4056
2429,11502,Knife in the Water,1962-03-09,6.763,7.2,293
2430,6479,I Am Legend,2007-12-12,99.116,7.2,13293
2431,6106,Salvador,1986-04-23,8.216,7.2,247
2432,1538,Collateral,2004-08-04,20.031,7.2,4347
2433,90,Beverly Hills Cop,1984-11-30,19.343,7.2,3201
2434,517148,Beanpole,2019-06-20,6.592,7.2,246
2435,447061,Red Nose Day Actually,2017-03-24,6.459,7.2,222
2436,22954,Invictus,2009-12-10,13.635,7.2,3490
2437,14807,The Long Good Friday,1980-11-01,6.416,7.2,230
2438,13368,White Christmas,1954-10-14,6.825,7.2,385
2439,25846,Baaria,2009-09-02,7.271,7.2,532
2440,14375,Romanzo Criminale,2005-09-30,5.794,7.2,551
2441,8363,Superbad,2007-03-20,67.818,7.2,5761
2442,5236,Kiss Kiss Bang Bang,2005-09-05,8.775,7.2,2169
2443,138,Dracula,1931-02-12,10.776,7.2,865
2444,777270,Belfast,2021-11-12,22.394,7.2,724
2445,103758,Reality,2012-05-04,6.902,7.2,259
2446,38700,Bad Boys for Life,2020-01-15,72.31,7.2,7010
2447,10925,The Return of the Living Dead,1985-04-25,27.59,7.2,1331
2448,10601,Peter Pan,2003-12-18,20.54,7.2,2232
2449,6023,P.S. I Love You,2007-11-15,19.02,7.2,2904
2450,2355,Reign Over Me,2007-03-22,10.703,7.2,855
2451,12717,My Mother's Castle,1990-10-26,5.552,7.2,220
2452,12092,Alice in Wonderland,1951-07-28,74.651,7.2,4953
2453,9701,North Country,2005-02-12,9.205,7.2,475
2454,633515,The Forgotten Battle,2021-06-05,34.132,7.2,398
2455,28043,Black Sabbath,1963-08-17,7.756,7.2,279
2456,15370,The Cat Returns,2002-07-19,26.834,7.2,1435
2457,12481,The Big Boss,1971-10-03,12.455,7.2,537
2458,809,Shrek 2,2004-05-19,129.436,7.2,9972
2459,75624,Naruto Shippuden the Movie: Blood Prison,2011-07-30,101.29,7.2,369
2460,26617,Five Easy Pieces,1970-09-12,8.856,7.2,379
2461,11772,The Haunting,1963-08-21,6.585,7.2,455
2462,469,Stranger Than Paradise,1984-10-01,6.66,7.2,385
2463,205601,Belle,2013-05-01,11.272,7.2,581
2464,72113,Carnage,2011-09-16,7.968,7.2,2437
2465,9560,A Walk in the Clouds,1995-08-11,13.89,7.2,741
2466,2832,Identity,2003-04-25,19.816,7.2,2975
2467,266,Contempt,1963-10-29,8.219,7.2,594
2468,22302,Polytechnique,2009-02-06,8.042,7.2,472
2469,5176,3:10 to Yuma,2007-09-06,13.511,7.2,2838
2470,3549,After the Wedding,2006-02-24,7.311,7.2,306
2471,672647,The Map of Tiny Perfect Things,2021-02-12,13.191,7.2,527
2472,406990,What Happened to Monday,2017-08-18,38.84,7.2,5231
2473,56825,Compagni di scuola,1988-12-21,4.845,7.2,302
2474,14168,3:10 to Yuma,1957-08-07,8.138,7.2,252
2475,70160,The Hunger Games,2012-03-12,61.874,7.2,19197
2476,50348,The Lincoln Lawyer,2011-03-17,17.677,7.2,2550
2477,12877,Dead Man's Shoes,2004-09-29,6.701,7.2,414
2478,39108,Dragon Ball Z: Wrath of the Dragon,1995-07-15,81.433,7.2,504
2479,9071,Living in Oblivion,1995-07-21,6.765,7.2,201
2480,3111,A Star Is Born,1954-10-01,9.247,7.2,226
2481,1213,The Talented Mr. Ripley,1999-12-25,12.785,7.2,2810
2482,788,Mrs. Doubtfire,1993-11-24,20.034,7.2,5089
2483,653349,Vacation Friends,2021-08-27,53.015,7.2,451
2484,398173,The House That Jack Built,2018-10-04,16.213,7.2,2074
2485,353326,The Man Who Knew Infinity,2016-04-08,17.237,7.2,1169
2486,352490,This Beautiful Fantastic,2016-10-20,10.15,7.2,264
2487,256962,Little Boy,2015-04-23,17.927,7.2,445
2488,204436,Jack and the Cuckoo-Clock Heart,2014-02-05,16.943,7.2,581
