,id,title,release_date,popularity,vote_average,vote_count
6641,291276,Unlocked,2017-04-27,13.314,6.2,886
6642,18892,Jawbreaker,1999-01-30,12.392,6.2,405
6643,738652,Copshop,2021-09-09,23.351,6.2,390
6644,514999,Murder Mystery,2019-05-25,26.363,6.2,3277
6645,428399,Cold Skin,2017-10-20,11.513,6.2,450
6646,328111,The Secret Life of Pets,2016-06-18,16.746,6.2,7162
6647,58244,Upside Down,2012-09-27,12.731,6.2,2181
6648,29427,The Crazies,2010-02-26,19.297,6.2,1625
6649,11459,Sky High,2005-07-29,22.493,6.2,1919
6650,516850,The Mermaid: Lake of the Dead,2018-07-12,9.178,6.2,265
6651,29787,Monkey Shines,1988-07-29,7.349,6.2,206
6652,14728,The Librarian: The Curse of the Judas Chalice,2008-10-25,10.233,6.2,389
6653,459910,Braven,2018-02-01,14.962,6.2,823
6654,296523,Man Down,2015-09-12,6.979,6.2,213
6655,16409,Last Chance Harvey,2008-12-25,7.524,6.2,211
6656,16288,Creepshow 2,1987-05-01,17.279,6.2,409
6657,246080,Black Sea,2014-12-05,10.391,6.2,895
6658,20106,Bullit & Riper,2003-06-04,5.867,6.2,261
6659,5968,The Woman in Red,1984-08-15,13.005,6.2,385
6660,2185,Big Trouble,2002-04-05,8.257,6.2,231
6661,585759,The Coldest Game,2019-11-08,8.546,6.2,228
6662,393717,The Crew,2016-05-04,7.763,6.2,283
6663,11484,Rollerball,1975-06-25,8.798,6.2,366
6664,406563,Insidious: The Last Key,2018-01-03,36.997,6.2,2241
6665,10479,Rules of Engagement,2000-04-07,8.86,6.2,544
6666,9885,Wolf Creek,2005-09-16,11.203,6.2,868
6667,549514,Fatale,2020-12-18,9.454,6.2,219
6668,2320,Executive Decision,1996-03-15,12.011,6.2,705
6669,1248,Hannibal Rising,2007-02-06,5.073,6.2,1783
6670,9339,Click,2006-06-23,21.397,6.2,5854
6671,8838,Mercury Rising,1998-04-03,11.33,6.2,1235
6672,4964,Knocked Up,2007-06-01,15.746,6.2,3311
6673,2284,Mr. Magorium's Wonder Emporium,2007-11-14,8.288,6.2,1052
6674,340102,The New Mutants,2020-08-26,78.631,6.2,2678
6675,132232,Mama,2013-01-17,34.099,6.2,3564
6676,89185,Radio Rebel,2012-06-09,10.751,6.2,740
6677,47533,Scooby-Doo! Curse of the Lake Monster,2010-10-15,29.443,6.2,405
6678,17339,Force 10 From Navarone,1978-08-16,6.467,6.2,219
6679,13515,Mirrors,2008-08-15,18.473,6.2,1466
6680,643586,Willy's Wonderland,2021-02-12,64.677,6.2,534
6681,188222,Entourage,2015-06-03,11.906,6.2,849
6682,141043,A Long Way Down,2014-03-20,12.297,6.2,755
6683,11619,Flushed Away,2006-10-22,16.076,6.2,3083
6684,9102,Screamers,1995-09-08,7.191,6.2,404
6685,490445,Dumped,2018-04-18,5.827,6.2,288
6686,268531,Captain Underpants: The First Epic Movie,2017-06-01,23.621,6.2,967
6687,9828,Unknown,2006-11-03,8.059,6.2,327
6688,9486,Johnny English,2003-03-14,13.727,6.2,2802
6689,674607,The Decline,2020-02-27,9.097,6.2,345
6690,301272,Let's Go to the Country,2014-11-06,5.303,6.2,397
6691,81857,Alps,2011-09-01,7.066,6.2,219
6692,8984,Disclosure,1994-03-10,10.837,6.2,935
6693,4507,Jamon Jamon,1992-09-03,15.242,6.2,241
6694,611213,The Prom,2020-12-02,7.716,6.2,566
6695,449563,Isn't It Romantic,2019-02-13,18.119,6.2,3147
6696,259695,Live by Night,2016-12-25,12.008,6.2,1115
6697,22907,Takers,2010-08-26,14.275,6.2,1019
6698,21786,Cold Prey,2006-10-13,11.047,6.2,299
6699,11169,Spartan,2004-03-12,8.725,6.2,282
6700,10188,The Sisterhood of the Traveling Pants 2,2008-08-06,10.519,6.2,697
6701,9805,(T)Raumschiff Surprise - Periode 1,2004-07-14,6.367,6.2,386
6702,463821,The House with a Clock in Its Walls,2018-09-15,18.048,6.2,1809
6703,351809,To Steal from a Thief,2016-03-03,9.959,6.2,318
6704,168530,Ride Along,2014-01-07,23.783,6.2,1901
6705,615677,We Can Be Heroes,2020-12-25,67.871,6.2,599
6706,370978,Kiki  Love to Love,2016-04-01,9.667,6.2,313
6707,43933,Monsters,2010-06-18,10.554,6.2,1270
6708,27569,Extraordinary Measures,2010-01-21,8.121,6.2,253
6709,11354,The Upside of Anger,2005-01-23,6.503,6.2,200
6710,11212,Baby's Day Out,1994-07-01,17.835,6.2,1020
6711,10951,Gorgeous,1999-02-12,16.258,6.2,262
6712,4787,Cassandra's Dream,2007-06-18,7.431,6.2,625
6713,823625,Blacklight,2022-02-10,1108.103,6.2,392
6714,298250,Jigsaw,2017-10-26,26.154,6.2,2964
6715,10483,Death Race,2008-08-22,33.889,6.2,3074
6716,457041,Elizabeth Harvest,2018-08-10,17.45,6.2,240
6717,270938,Falcon Rising,2014-09-05,12.751,6.2,278
6718,693,Meet the Fockers,2004-12-22,17.53,6.2,3990
6719,21705,The Barbie Diaries,2006-05-17,29.703,6.2,308
6720,641501,How I Became a Superhero,2020-11-19,96.165,6.2,376
6721,624963,A Babysitter's Guide to Monster Hunting,2020-10-14,30.487,6.2,236
6722,467,The Hole,2001-04-20,9.59,6.2,665
6723,10070,Feast,2005-10-14,10.347,6.2,402
6724,460885,Mandy,2018-09-13,16.822,6.2,1465
6725,260346,Taken 3,2014-12-16,110.84,6.2,4887
6726,56909,The Immature,2011-01-21,7.615,6.2,729
6727,4911,Dark Blue,2002-12-14,8.989,6.2,229
6728,259694,How to Be Single,2016-01-21,36.303,6.2,2848
6729,134374,Pain & Gain,2013-04-18,53.707,6.2,3736
6730,79548,Gone,2012-02-23,7.96,6.2,979
6731,15276,Barely Legal,2005-10-21,12.612,6.2,226
6732,9896,Rat Race,2001-08-17,12.392,6.2,1428
6733,1537,Changing Lanes,2002-04-07,8.695,6.2,853
6734,109414,This Is the End,2013-06-12,24.978,6.2,5402
6735,20421,Rock-A-Doodle,1991-08-02,8.681,6.2,204
6736,507143,Candy Jar,2018-04-27,9.276,6.2,440
6737,11862,Father of the Bride Part II,1995-12-08,11.093,6.2,576
6738,10735,What a Girl Wants,2003-03-27,13.309,6.2,1390
6739,487680,The Kitchen,2019-08-08,16.429,6.2,549
6740,50479,Avalon High,2011-01-28,9.402,6.2,486
6741,33217,Diary of a Wimpy Kid,2010-03-19,30.219,6.2,1258
6742,24021,The Twilight Saga: Eclipse,2010-06-23,152.022,6.2,7508
6743,38167,Eat Pray Love,2010-08-12,15.128,6.2,2021
6744,169,Predator 2,1990-11-20,38.205,6.2,2346
6745,138103,The Expendables 3,2014-08-07,47.841,6.2,4127
6746,49494,The Eagle,2011-02-08,9.691,6.2,1078
6747,17952,In The Mix,2005-11-23,6.635,6.2,215
6748,9407,Red Corner,1997-10-30,9.428,6.2,269
6749,2058,Addicted to Love,1997-05-23,9.672,6.2,325
6750,461130,Code 8,2019-12-06,21.244,6.2,1417
6751,450001,Master Z: Ip Man Legacy,2018-12-20,16.253,6.2,391
6752,9373,The Texas Chainsaw Massacre,2003-05-21,57.978,6.2,2075
6753,146239,Delivery Man,2013-10-10,13.619,6.2,1228
6754,34851,Predators,2010-07-03,73.692,6.2,3181
6755,659067,Earth and Blood,2020-04-17,12.021,6.2,263
6756,438259,Journey's End,2017-12-14,9.527,6.2,220
6757,473149,Traffik,2018-04-20,18.473,6.2,387
6758,217923,Young Detective Dee: Rise of the Sea Dragon,2013-09-27,9.819,6.2,214
6759,79896,The Revenant,2009-08-16,7.52,6.2,209
6760,26255,Love Potion No. 9,1992-11-13,7.175,6.2,219
6761,8965,Atlantis: Milo's Return,2003-02-25,17.59,6.2,2372
6762,1588,Bring It On,2000-08-25,31.041,6.2,1399
6763,694234,Under the Riccione Sun,2020-07-01,6.789,6.2,461
6764,306943,The Outcasts,2017-04-14,8.38,6.2,454
6765,457435,Return of the Hero,2018-02-14,6.404,6.2,439
6766,109439,The Hangover Part III,2013-05-23,75.432,6.2,7382
6767,78571,Being Flynn,2012-03-02,7.773,6.2,209
6768,13927,Tin Toy,1988-08-01,8.171,6.2,342
6769,12103,Don't Say a Word,2001-09-28,11.304,6.2,727
6770,485894,Naples in Veils,2017-12-28,7.038,6.2,403
6771,437036,The Motive,2017-11-17,6.692,6.2,224
6772,153738,Frankenstein's Army,2013-01-24,7.744,6.2,200
6773,60803,The Suite Life Movie,2011-03-25,9.41,6.2,453
6774,14844,Chasing Liberty,2004-01-01,9.21,6.2,526
6775,3604,Flash Gordon,1980-09-01,17.331,6.2,713
6776,330112,Ashby,2015-04-19,6.357,6.2,385
6777,184346,Deliver Us from Evil,2014-07-01,18.731,6.2,1696
6778,9986,Charlotte's Web,2006-12-07,17.847,6.2,1162
6779,9922,The Postman,1997-12-25,11.216,6.2,829
6780,9039,Trapped,2002-09-20,8.393,6.2,443
6781,209262,Parkland,2013-10-02,8.738,6.2,296
6782,14207,The Librarian: Quest for the Spear,2004-07-12,12.065,6.2,520
6783,11384,The Hard Way,1991-03-08,7.087,6.2,313
6784,11017,Billy Madison,1995-02-10,14.153,6.2,1286
6785,10307,Stigmata,1999-09-10,23.563,6.2,841
6786,10294,Vacancy,2007-04-20,29.743,6.2,1103
6787,9705,Swordfish,2001-06-07,14.424,6.2,2197
6788,31359,Would I Lie to You? 2,2001-02-07,5.76,6.2,321
6789,10657,Needful Things,1993-08-27,13.302,6.2,403
6790,2662,House of 1000 Corpses,2003-04-11,16.663,6.2,1219
6791,2246,Malice,1993-09-29,8.835,6.2,344
6792,433808,The Ritual,2017-10-11,27.607,6.2,2286
6793,399796,Life of the Party,2018-05-10,11.639,6.2,864
6794,345940,The Meg,2018-08-09,72.724,6.2,5855
6795,157825,White Bird in a Blizzard,2014-08-14,9.266,6.2,635
6796,13934,Mater and the Ghostlight,2006-07-27,11.82,6.2,337
6797,12707,Orca,1977-07-22,14.71,6.2,298
6798,2770,American Pie 2,2001-08-10,52.945,6.2,4118
6799,1724,The Incredible Hulk,2008-06-12,82.503,6.2,9804
6800,409297,A Dark Song,2016-07-08,10.672,6.2,355
6801,254128,San Andreas,2015-05-27,90.213,6.2,7189
6802,113148,Prince Avalanche,2013-02-13,6.69,6.2,226
6803,52015,Stake Land,2010-09-30,11.057,6.2,621
6804,11824,Teen Wolf,1985-08-23,27.825,6.2,870
6805,10739,Anything Else,2003-08-27,9.132,6.2,482
6806,9729,Where the Truth Lies,2005-10-07,7.738,6.2,206
6807,9080,Spies Like Us,1985-12-06,8.049,6.2,477
6808,1685,Beneath the Planet of the Apes,1970-04-23,22.239,6.2,961
6809,221667,Saint Laurent,2014-09-23,5.453,6.2,243
6810,218778,Alexander and the Terrible  Horrible  No Good  Very Bad Day,2014-10-08,11.276,6.2,1147
6811,114750,Dear White People,2014-10-17,6.226,6.2,400
6812,58233,Johnny English Reborn,2011-09-15,31.293,6.2,2707
6813,32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,123.849,6.2,6350
6814,18111,Bride of Re-Animator,1990-11-14,7.272,6.2,283
6815,8273,American Wedding,2003-08-01,43.624,6.2,3424
6816,2332,Taxi 2,2000-03-25,16.646,6.2,1403
6817,826749,Fortress,2021-12-17,226.038,6.2,218
6818,282296,My Old Lady,2014-09-09,6.1,6.2,223
6819,11186,Child's Play 2,1990-11-09,41.543,6.2,1359
6820,10730,King Kong,1976-09-08,14.864,6.2,647
6821,10303,The Jewel of the Nile,1985-08-01,11.984,6.2,883
6822,9378,Thir13en Ghosts,2001-10-26,43.981,6.2,1629
6823,545237,The Nest,2020-05-08,9.295,6.2,225
6824,441701,Veronica,2017-08-25,20.221,6.2,1415
6825,23759,Centurion,2010-02-15,10.863,6.2,1114
6826,11069,Tremors 2: Aftershocks,1996-04-09,24.293,6.2,721
6827,9061,Just Cause,1995-02-17,8.261,6.2,385
6828,58151,Fright Night,2011-08-18,11.033,6.2,1560
6829,20235,Belle's Magical World,1998-02-16,15.027,6.2,389
6830,9355,Mad Max Beyond Thunderdome,1985-06-29,21.515,6.2,2204
6831,808023,The Virtuoso,2021-04-30,55.441,6.2,250
6832,158990,Wrong Cops,2013-12-18,6.259,6.2,219
6833,50619,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,85.507,6.2,7546
6834,27578,The Expendables,2010-08-03,72.011,6.2,6512
6835,12145,Fierce Creatures,1997-01-23,6.76,6.2,266
6836,11896,Throw Momma From the Train,1987-12-11,10.852,6.2,422
6837,2082,Halloween,2007-08-31,24.399,6.2,1796
6838,571495,The Ruthless,2019-04-08,6.812,6.2,345
6839,1634,Free Willy,1993-07-16,28.621,6.2,1465
6840,487297,What Men Want,2019-02-08,65.779,6.2,1126
6841,52505,The Other Woman,2010-10-28,13.584,6.2,317
6842,43930,Tomorrow  When the War Began,2010-08-08,10.059,6.2,425
6843,11587,The Exorcist III,1990-08-17,29.301,6.2,512
6844,537847,La profezia dell'armadillo,2018-09-13,4.504,6.2,224
6845,531509,Otherhood,2019-08-13,9.18,6.2,384
6846,514619,Nobody's Fool,2018-10-31,12.269,6.2,247
6847,408648,Batman and Harley Quinn,2017-08-14,17.418,6.2,484
6848,264999,Magic Mike XXL,2015-07-01,21.11,6.2,1530
6849,153518,The Angry Birds Movie,2016-05-11,35.653,6.2,3011
6850,19457,The Yards,2000-10-20,8.252,6.2,331
6851,10425,The Death and Life of Bobby Z,2007-07-23,9.645,6.2,294
6852,14373,Death Wish II,1982-02-20,8.558,6.2,330
6853,10225,Friday the 13th Part VI: Jason Lives,1986-08-01,34.193,6.2,854
6854,9358,Final Destination 2,2003-01-31,53.762,6.2,3179
6855,9024,For Love or Money,1993-10-01,8.268,6.2,280
6856,4379,Monster-in-Law,2005-05-13,15.833,6.2,1371
6857,426814,The Domestics,2018-06-28,11.589,6.2,351
6858,84194,Excision,2012-09-12,9.493,6.2,434
6859,80585,Rock of Ages,2012-06-13,14.306,6.2,1052
6860,70821,Cyberbully,2011-07-16,8.512,6.2,423
6861,10982,Hoodwinked!,2005-12-16,14.398,6.2,1453
6862,9369,Asterix Conquers America,1994-09-28,10.184,6.2,470
6863,721625,Songbird,2020-12-10,33.894,6.2,538
6864,593395,Diabolik,2021-12-16,8.934,6.2,361
6865,411143,Tau,2018-06-29,12.006,6.2,1015
6866,88794,J. Edgar,2011-11-09,10.929,6.2,2052
6867,49040,The Bourne Legacy,2012-08-08,37.498,6.2,4884
6868,11164,D2: The Mighty Ducks,1994-03-25,11.659,6.2,467
6869,9620,Paycheck,2003-12-25,14.211,6.2,1456
6870,1956,Gerry,2002-09-20,7.538,6.2,222
6871,195589,Neighbors,2014-05-08,32.292,6.2,6138
6872,177221,The Battery,2012-10-13,6.072,6.2,204
6873,23082,The Invention of Lying,2009-09-13,12.907,6.2,1654
6874,440918,Teen Spirit,2019-04-12,11.844,6.2,258
6875,367147,Buster's Mal Heart,2017-04-28,6.534,6.2,238
6876,60935,The Thing,2011-10-12,27.513,6.2,2310
6877,26320,Taking Woodstock,2009-08-26,9.55,6.2,346
6878,8656,Deep Impact,1998-05-08,25.009,6.2,2396
6879,767304,Redemption Day,2021-01-08,130.368,6.2,206
6880,425505,Kin,2018-08-29,15.016,6.2,679
6881,36419,After.Life,2009-11-07,21.69,6.2,869
6882,9822,Mighty Joe Young,1998-12-25,9.355,6.2,664
6883,9280,Femme Fatale,2002-04-30,14.445,6.2,449
6884,181533,Night at the Museum: Secret of the Tomb,2014-12-17,34.387,6.2,5023
6885,74725,Kill List,2011-09-02,8.651,6.2,575
6886,14819,Heavyweights,1995-02-17,10.156,6.2,294
6887,11041,The Beverly Hillbillies,1993-10-15,16.88,6.2,429
6888,12154,3 Men and a Baby,1987-11-27,9.085,6.2,802
6889,11355,Never Been Kissed,1999-04-09,11.481,6.2,1231
6890,492353,Put Grandma in the Freezer,2018-03-15,5.474,6.2,617
6891,218784,Freaks of Nature,2015-10-30,9.794,6.2,441
6892,293768,Kidnap,2017-06-16,21.861,6.2,1114
6893,18781,The Haunting in Connecticut,2009-03-27,13.018,6.2,907
6894,7552,Fun with Dick and Jane,2005-12-21,14.048,6.2,1965
6895,2135,The Time Machine,2002-03-04,19.599,6.2,1816
6896,2114,Final Fantasy: The Spirits Within,2001-07-02,14.639,6.2,1192
6897,37710,The Tourist,2010-12-08,53.068,6.2,4692
6898,24452,The Little Shop of Horrors,1960-08-05,8.266,6.2,284
6899,13532,Fanboys,2009-02-06,8.74,6.2,660
6900,12100,Windtalkers,2002-06-14,14.152,6.2,988
6901,382593,Divorce French Style,2016-12-07,8.414,6.2,533
6902,157820,Mood Indigo,2013-01-10,7.656,6.2,514
6903,87826,Here Comes the Boom,2012-10-11,13.985,6.2,1212
6904,22327,Youth in Revolt,2009-09-11,7.746,6.2,744
6905,15512,Monsters vs Aliens,2009-03-19,36.995,6.2,3827
6906,11557,St. Elmo's Fire,1985-06-28,11.604,6.2,407
6907,7459,Speed Racer,2008-05-07,20.832,6.2,1207
6908,347375,Mile 22,2018-08-16,21.862,6.2,1824
6909,192132,Palo Alto,2013-12-29,8.44,6.2,743
6910,11025,New York Minute,2004-05-07,8.698,6.2,759
6911,419831,I Kill Giants,2018-01-21,14.067,6.2,1010
6912,228967,The Interview,2014-12-25,26.839,6.2,4898
6913,227159,Horrible Bosses 2,2014-11-26,22.677,6.2,3576
6914,4959,The International,2009-02-03,12.681,6.2,969
6915,152748,Ain't Them Bodies Saints,2013-07-03,9.244,6.2,351
6916,17494,Unlawful Entry,1992-06-26,8.322,6.2,207
6917,319341,Daddy or Mommy,2015-02-04,11.092,6.2,931
6918,19164,The Land Before Time IV: Journey Through the Mists,1996-11-06,11.613,6.2,280
6919,12262,The Hills Have Eyes,1977-07-22,8.319,6.2,653
6920,11702,The Replacement Killers,1998-02-06,8.951,6.2,379
6921,11431,Fever Pitch,2005-04-06,8.752,6.2,553
6922,8090,Untraceable,2008-01-22,11.044,6.2,681
6923,195544,Crazy Me,2013-01-24,6.234,6.2,218
6924,59570,Escort in Love,2011-03-18,6.16,6.2,529
6925,9457,Deep Rising,1998-01-30,12.778,6.2,518
6926,800497,Werewolves Within,2021-06-25,50.235,6.2,299
6927,454293,Night School,2018-09-27,14.562,6.2,1412
6928,157829,The Disappearance of Eleanor Rigby: Them,2014-05-14,10.061,6.2,242
6929,11418,National Lampoon's European Vacation,1985-07-25,11.948,6.2,662
6930,2577,Code 46,2003-09-02,6.124,6.2,281
6931,2086,Nick of Time,1995-11-22,10.372,6.2,551
6932,1809,The Rules of Attraction,2002-10-11,8.366,6.2,436
6933,355547,The Star,2017-11-15,11.646,6.2,424
6934,14008,Cadet Kelly,2002-03-07,8.445,6.2,500
6935,13313,Beauty and the Beast: The Enchanted Christmas,1997-11-11,18.801,6.2,819
6936,12778,Greedy,1994-03-04,7.742,6.2,200
6937,9621,Elizabethtown,2005-10-14,9.737,6.2,915
6938,708577,Like a Cat on a Highway 2,2021-08-14,6.176,6.2,255
6939,429351,12 Strong,2018-01-16,25.075,6.2,2326
6940,85872,Le Chef,2012-03-07,14.306,6.2,472
6941,24873,Death Wish 3,1985-11-01,9.248,6.2,293
6942,18615,Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,7.672,6.2,234
6943,11917,Saw V,2008-10-23,31.349,6.2,2717
6944,9694,One Missed Call,2003-11-03,8.337,6.2,308
6945,565028,Candyman,2021-08-25,62.966,6.2,941
6946,516632,The Empty Man,2020-10-22,26.069,6.2,416
6947,17466,Death Warrant,1990-09-14,17.005,6.2,420
6948,13969,First Daughter,2004-09-24,11.748,6.2,704
6949,400106,Bright,2017-12-22,22.455,6.2,4893
6950,324807,A Bigger Splash,2015-11-26,8.395,6.2,606
6951,309886,Blood Father,2016-08-11,13.825,6.2,1270
6952,272548,Moonwalkers,2015-03-14,7.285,6.2,306
6953,9066,The Brady Bunch Movie,1995-02-16,5.943,6.2,220
6954,7342,Carrie,2002-11-04,43.232,6.2,363
6955,428045,Iron Mask,2019-08-16,25.22,6.2,292
6956,340481,The Unknown Girl,2016-10-05,6.976,6.2,313
6957,37834,Knight and Day,2010-06-15,55.572,6.2,3719
6958,9285,Road Trip,2000-05-19,13.168,6.2,1522
6959,8818,Evita,1996-12-14,9.896,6.2,376
6960,8675,Orgazmo,1997-09-06,7.656,6.2,319
6961,1492,1492: Conquest of Paradise,1992-10-09,12.521,6.2,628
6962,452015,Psychokinesis,2018-01-31,16.168,6.2,233
6963,278774,Zapped,2014-06-27,8.966,6.2,518
6964,178915,Welcome Mr. President!,2013-03-21,6.261,6.2,595
6965,20694,Rugrats Go Wild,2003-06-13,13.9,6.2,246
6966,1844,Entrapment,1999-04-29,13.674,6.2,1603
6967,46529,I Am Number Four,2011-02-18,24.383,6.2,4017
6968,24099,Dreamscape,1984-08-15,8.817,6.2,201
6969,11683,Land of the Dead,2005-06-24,22.942,6.2,1228
6970,36968,Life-Size,2000-03-05,10.585,6.2,328
6971,13973,Choke,2008-09-26,7.429,6.2,309
6972,13926,Red's Dream,1987-08-17,6.957,6.2,240
6973,13190,Dead Space: Downfall,2008-10-27,15.595,6.2,259
6974,9460,Black Mask,1996-11-07,11.569,6.2,210
6975,598133,The F**k-It List,2020-07-01,9.424,6.2,391
6976,438396,Unknown Origins,2020-08-28,8.599,6.2,326
6977,338676,Extinction,2015-08-07,11.407,6.2,541
6978,77950,Turbo,2013-07-11,33.963,6.2,2690
6979,2085,Romeo Must Die,2000-03-22,15.808,6.2,922
6980,593402,Tolo Tolo,2020-01-01,6.154,6.2,1067
6981,582596,The Wrong Missy,2020-05-13,26.372,6.2,922
6982,500922,A Score to Settle,2019-08-01,16.462,6.2,385
6983,333354,Extortion,2017-01-02,7.216,6.2,222
6984,46523,New Kids Turbo,2010-12-09,5.929,6.2,203
6985,14709,Varsity Blues,1999-01-15,8.017,6.2,325
6986,11665,Get Smart,2008-06-19,16.931,6.2,2964
6987,11137,The Prince & Me,2004-03-28,11.04,6.2,839
6988,14444,The Rugrats Movie,1998-11-20,29.219,6.2,466
6989,10033,Just Friends,2005-11-23,13.48,6.2,1311
6990,9598,Babe,1995-07-18,19.897,6.2,2396
6991,8141,You Kill Me,2007-02-09,5.393,6.2,211
6992,575417,On the Rocks,2020-10-02,8.336,6.2,440
6993,87496,The Company You Keep,2012-09-06,8.332,6.2,558
6994,14208,The Librarian: Return to King Solomon's Mines,2006-09-09,9.349,6.2,444
6995,2637,The Mothman Prophecies,2002-01-25,9.889,6.2,875
6996,82532,Jeff  Who Lives at Home,2011-09-13,6.273,6.2,500
6997,16873,Battle for Terra,2007-09-06,9.899,6.2,223
6998,9398,Zoolander,2001-09-28,15.138,6.2,3531
6999,209247,The Art of the Steal,2013-09-20,12.876,6.2,450
7000,10207,Message in a Bottle,1999-02-22,8.168,6.2,642
7001,9293,John Tucker Must Die,2006-07-27,10.407,6.2,1170
7002,1727,Bird on a Wire,1990-05-18,8.962,6.2,704
7003,532671,The Prodigy,2019-02-06,15.058,6.2,821
7004,460458,Resident Evil: Welcome to Raccoon City,2021-11-24,608.1,6.2,1558
7005,136418,Hummingbird,2013-05-07,45.114,6.2,1372
7006,11353,Bowfinger,1999-01-07,7.821,6.2,668
7007,10498,Point of No Return,1993-03-19,9.19,6.2,513
7008,9545,Sniper,1993-01-29,8.276,6.2,306
7009,11823,Wimbledon,2004-09-13,7.058,6.2,819
7010,428078,Mortal Engines,2018-11-27,28.389,6.2,3833
7011,59968,Our Idiot Brother,2011-08-26,9.061,6.2,775
7012,8988,Stop-Loss,2008-03-28,6.382,6.2,204
7013,7007,Rising Sun,1993-07-30,11.225,6.2,584
7014,530382,In the Shadow of the Moon,2019-09-27,17.218,6.2,1071
7015,460846,Security,2017-03-04,21.761,6.2,628
7016,433356,The Ottoman Lieutenant,2017-03-10,9.563,6.2,208
7017,199928,The Outsider,2018-03-09,9.848,6.2,479
7018,13474,P2,2007-11-09,30.227,6.1,646
7019,10589,After the Sunset,2004-11-12,11.761,6.2,591
7020,9889,Shallow Hal,2001-11-01,21.674,6.2,2410
7021,391714,On Chesil Beach,2018-01-19,7.049,6.2,297
7022,41479,The Joneses,2010-04-16,8.269,6.2,479
7023,11931,In Her Shoes,2005-10-07,8.81,6.2,1019
7024,583029,Ordinary Happiness,2019-03-14,6.122,6.1,235
7025,369300,The Limehouse Golem,2016-10-18,9.144,6.1,523
7026,93837,So Undercover,2012-12-06,32.005,6.1,1006
7027,22728,L'amore è eterno finché dura,2004-02-20,5.409,6.1,222
7028,14061,The Edge of Love,2008-06-20,8.388,6.1,292
7029,13570,Tourist Trap,1979-03-16,7.686,6.1,205
7030,387592,Early Man,2018-01-26,12.252,6.1,651
7031,242022,The Inbetweeners 2,2014-08-06,8.915,6.1,401
7032,5689,The Blue Lagoon,1980-07-05,27.656,6.1,1446
7033,663,Saw IV,2007-10-25,35.341,6.1,2934
7034,749274,Cry Macho,2021-09-16,21.462,6.1,618
7035,390061,Mark Felt: The Man Who Brought Down the White House,2017-09-28,13.282,6.1,415
7036,15417,Every Which Way but Loose,1978-12-16,11.237,6.1,350
7037,457262,Rip Tide,2017-10-03,10.539,6.1,418
7038,421658,Final Score,2018-09-07,11.593,6.1,397
7039,284296,Top Five,2014-12-12,10.582,6.1,390
7040,38543,Ironclad,2011-03-03,10.928,6.1,588
7041,4722,Body Snatchers,1993-06-09,8.81,6.1,293
7042,75638,Red Lights,2012-03-02,22.052,6.1,981
7043,55846,Blitz,2011-05-20,62.993,6.1,1311
7044,20187,The Eiger Sanction,1975-05-21,8.959,6.1,275
7045,10972,Session 9,2001-08-10,7.749,6.1,714
7046,9804,Waterworld,1995-07-28,19.274,6.1,2928
7047,225565,That Awkward Moment,2014-01-29,17.921,6.1,2355
7048,218836,Planes: Fire & Rescue,2014-07-17,22.204,6.1,671
7049,13811,Knowing,2009-03-19,150.236,6.1,4370
7050,10407,Housesitter,1992-06-12,9.463,6.1,340
7051,707,A View to a Kill,1985-05-24,18.252,6.1,1493
7052,34806,The Back-Up Plan,2010-04-23,11.319,6.1,1214
7053,20701,Tales from the Darkside: The Movie,1990-05-03,8.721,6.1,271
7054,14240,Maniac Cop,1988-05-13,7.625,6.1,320
7055,9573,Blood Work,2002-08-09,9.377,6.1,611
7056,84204,Grabbers,2012-08-10,7.911,6.1,345
7057,80271,LOL,2012-02-10,11.158,6.1,2432
7058,69798,The Inbetweeners Movie,2011-08-19,10.071,6.1,743
7059,10945,Jumpin' Jack Flash,1986-04-23,9.293,6.1,266
7060,9604,Red Heat,1988-06-17,15.724,6.1,1133
7061,8978,Assault on Precinct 13,2005-01-19,12.981,6.1,840
7062,296065,Last Shift,2014-10-25,9.212,6.1,417
7063,267860,London Has Fallen,2016-03-02,35.242,6.1,3979
7064,77930,Magic Mike,2012-06-28,21.748,6.1,2541
7065,42442,Christmas Holidays,1983-12-22,5.963,6.1,218
7066,29095,Waxwork,1988-06-17,7.622,6.1,203
7067,11234,The Omega Man,1971-08-01,8.098,6.1,408
7068,7942,Run  Fatboy  Run,2007-09-06,7.647,6.1,535
7069,1852,World Trade Center,2006-08-09,11.985,6.1,1374
7070,602734,Spiral: From the Book of Saw,2021-05-12,82.124,6.1,1251
7071,526007,The Night Clerk,2020-02-19,12.728,6.1,442
7072,227300,Stretch,2014-10-14,11.604,6.1,529
7073,76493,The Dictator,2012-05-15,21.717,6.1,4825
7074,9641,Cheaper by the Dozen 2,2005-12-21,19.947,6.1,1712
7075,7484,Open Season,2006-09-29,20.528,6.1,2202
7076,589984,A Very Bad Friend,2019-09-04,6.484,6.1,221
7077,399790,Churchill,2017-05-25,9.713,6.1,254
7078,23629,Sucker Punch,2011-03-24,67.909,6.1,3978
7079,10562,Under Suspicion,2000-09-24,10.373,6.1,359
7080,9899,The Producers,2005-12-25,11.218,6.1,380
